,name,Website,street address,city,state,zipcode,Type,Size,private,funding,Associates (y=1/n=0)
1522,National College-Salem,www.national-college.edu,1813 E Main St,Salem,Virginia,24153,"4-year, primarily associate's, Private for-profit",4644.0,Private,for profit,1
1523,National Graduate School of Quality Management,www.ngs.edu,186 Jones Road,Falmouth,Massachusetts,02540-2958,"4-year, Private not-for-profit",262.0,Private,not-for-profit,0
1524,National Labor College,www.nlc.edu,10000 New Hampshire Ave,Silver Spring,Maryland,20903-1706,"4-year, Private not-for-profit",222.0,Private,not-for-profit,0
1525,National University,www.nu.edu,11255 North Torrey Pines Road,La Jolla,California,92037-1011,"4-year, Private not-for-profit",15521.0,Private,not-for-profit,0
1526,National University of Health Sciences,www.nuhs.edu,200 E Roosevelt Rd,Lombard,Illinois,60148-4583,"4-year, Private not-for-profit",691.0,Private,not-for-profit,0
1527,National-Louis University,www.nl.edu,122 S Michigan Ave,Chicago,Illinois,60603,"4-year, Private not-for-profit",7056.0,Private,not-for-profit,0
1528,Naval Postgraduate School,www.nps.edu,1 University Circle,Monterey,California,93943,"4-year, Public",2309.0,Public,not-for-profit,0
1529,Nazarene Bible College,www.nbc.edu,1111 Academy Park Loop,Colorado Springs,Colorado,80910-3704,"4-year, Private not-for-profit",977.0,Private,not-for-profit,0
1530,Nazarene Theological Seminary,www.nts.edu,1700 E Meyer Blvd,Kansas City,Missouri,64131-1246,"4-year, Private not-for-profit",300.0,Private,not-for-profit,0
1531,Nazareth College,www.naz.edu,4245 East Ave,Rochester,York,14618-3790,"4-year, Private not-for-profit",3250.0,Private,not-for-profit,0
1532,Nebraska Christian College,nechristian.edu,12550 S. 114th St.,Papillion,Nebraska,68046,"4-year, Private not-for-profit",164.0,Private,not-for-profit,0
1533,Nebraska Methodist College of Nursing & Allied Health,www.methodistcollege.edu,720 North 87th Street,Omaha,Nebraska,68114-2852,"4-year, Private not-for-profit",589.0,Private,not-for-profit,0
1534,Nebraska Wesleyan University,www.nebrwesleyan.edu/,5000 St Paul Ave,Lincoln,Nebraska,68504-2794,"4-year, Private not-for-profit",2086.0,Private,not-for-profit,0
1535,Ner Israel Rabbinical College,,400 Mount Wilson Ln,Baltimore,Maryland,21208,"4-year, Private not-for-profit",624.0,Private,not-for-profit,0
1536,Neumann College,www.neumann.edu,One Neumann Drive,Aston,Pennsylvania,19014-1298,"4-year, Private not-for-profit",3037.0,Private,not-for-profit,0
1537,Neumont University,www.neumont.edu/,Suite 300,South Jordan,Utah,84095,"4-year, Private for-profit",271.0,Private,for profit,0
1538,Nevada State College,www.nsc.nevada.edu,1125 Nevada State Drive,Henderson,Nevada,89015,"4-year, Public",2126.0,Public,not-for-profit,0
1539,New Brunswick Theological Seminary,www.nbts.edu,17 Seminary Place,New Brunswick,Jersey,08901-1107,"4-year, Private not-for-profit",220.0,Private,not-for-profit,0
1540,New College of Florida,www.ncf.edu,5800 Bay Shore Road,Sarasota,Florida,34243-2109,"4-year, Public",785.0,Public,not-for-profit,0
1541,New England College,www.nec.edu/,98 Bridge St,Henniker,Hampshire,03242,"4-year, Private not-for-profit",1776.0,Private,not-for-profit,0
1542,New England College of Optometry,www.neco.edu,424 Beacon St,Boston,Massachusetts,02115,"4-year, Private not-for-profit",461.0,Private,not-for-profit,0
1543,New England Culinary Institute,www.neci.edu,56 College Street,Montpelier,Vermont,05602,"4-year, primarily associate's, Private for-profit",516.0,Private,for profit,1
1544,New England Culinary Institute at Essex,www.neci.edu,5 Franklin Street,Essex Junction,Vermont,05452,"4-year, primarily associate's, Private for-profit",152.0,Private,for profit,1
1545,New England Institute of Technology,www.neit.edu,2500 Post Rd,Warwick,Island,02886-2244,"4-year, primarily associate's, Private not-for-profit",3162.0,Private,0,1
1546,New England Law-Boston,www.nesl.edu,154 Stuart St,Boston,Massachusetts,02116,"4-year, Private not-for-profit",1110.0,Private,not-for-profit,0
1547,New England School of Acupuncture,www.nesa.edu,150 California St.,Newton,Massachusetts,02458,"4-year, Private not-for-profit",191.0,Private,not-for-profit,0
1548,New England School of Communications,www.nescom.edu,1 College Circle,Bangor,Maine,04401,"4-year, Private not-for-profit",440.0,Private,not-for-profit,0
1549,New Hampshire Institute of Art,www.nhia.edu,148 Concord St,Manchester,Hampshire,03104-4858,"4-year, Private not-for-profit",354.0,Private,not-for-profit,0
1550,New Jersey City University,www.njcu.edu,2039 Kennedy Blvd,Jersey City,Jersey,07305,"4-year, Public",8151.0,Public,not-for-profit,0
1551,New Jersey Institute of Technology,www.njit.edu,University Heights,Newark,Jersey,07102,"4-year, Public",8398.0,Public,not-for-profit,0
1552,New Life Theological Seminary,www.nlts.edu,3117 Whiting Ave,Charlotte,Carolina,28205-1648,"4-year, Private not-for-profit",85.0,Private,not-for-profit,0
1553,New Mexico Highlands University,www.nmhu.edu,University Ave,Las Vegas,Mexico,87701,"4-year, Public",3524.0,Public,not-for-profit,0
1554,New Mexico Institute of Mining and Technology,www.nmt.edu,801 Leroy Place,Socorro,Mexico,87801,"4-year, Public",1767.0,Public,not-for-profit,0
1555,New Mexico State University-Main Campus,www.nmsu.edu/,2850 Weddell Street,Las Cruces,Mexico,88003-8001,"4-year, Public",17239.0,Public,not-for-profit,0
1556,New Orleans Baptist Theological Seminary,www.nobts.edu,3939 Gentilly Blvd,New Orleans,Louisiana,70126,"4-year, Private not-for-profit",2742.0,Private,not-for-profit,0
1557,New Saint Andrews College,nsa.edu,405 S. Main Street,Moscow,Idaho,83843,"4-year, Private not-for-profit",173.0,Private,not-for-profit,0
1558,New York Academy of Art,www.nyaa.edu,111 Franklin St,New York,York,10013-2911,"4-year, Private not-for-profit",105.0,Private,not-for-profit,0
1559,New York Chiropractic College,www.nycc.edu,2360 State Route 89,Seneca Falls,York,13148-0800,"4-year, Private not-for-profit",842.0,Private,not-for-profit,0
1560,New York College of Health Professions,www.nycollege.edu,6801 Jericho Tpk,Syosset,York,11791-4413,"4-year, primarily associate's, Private not-for-profit",820.0,Private,0,1
1561,New York College of Podiatric Medicine,www.nycpm.edu,53 East 124 Street,New York,York,10035-1940,"4-year, Private not-for-profit",344.0,Private,not-for-profit,0
1562,New York College of Traditional Chinese Medicine,www.nyctcm.edu,155 First St,Mineola,York,11501,"4-year, Private not-for-profit",129.0,Private,not-for-profit,0
1563,New York Institute of Technology-Manhattan Campus,www.nyit.edu,1855 Broadway,New York,York,10023-7692,"4-year, Private not-for-profit",2758.0,Private,not-for-profit,0
1564,New York Institute of Technology-Old Westbury,www.nyit.edu,Northern Blvd,Old Westbury,York,11568-8000,"4-year, Private not-for-profit",9073.0,Private,not-for-profit,0
1565,New York Law School,www.nyls.edu,57 Worth Street,New York,York,10013-2960,"4-year, Private not-for-profit",1655.0,Private,not-for-profit,0
1566,New York Medical College,WWW.NYMC.EDU,Administration Building,Valhalla,York,10595,"4-year, Private not-for-profit",1414.0,Private,not-for-profit,0
1567,New York School of Interior Design,www.nysid.edu,170 East 70th Street,New York,York,10021,"4-year, primarily associate's, Private not-for-profit",628.0,Private,0,1
1568,New York University,www.nyu.edu,70 Washington Sq South,New York,York,10012-1091,"4-year, Private not-for-profit",42189.0,Private,not-for-profit,0
1569,Newberry College,www.newberry.edu,2100 College St,Newberry,Carolina,29108,"4-year, Private not-for-profit",973.0,Private,not-for-profit,0
1570,Newbury College-Brookline,www.newbury.edu,129 Fisher Ave,Brookline,Massachusetts,02445,"4-year, Private not-for-profit",1058.0,Private,not-for-profit,0
1571,Newman University,www.newmanu.edu,3100 McCormick Ave,Wichita,Kansas,67213-2097,"4-year, Private not-for-profit",2435.0,Private,not-for-profit,0
1572,Newschool of Architecture and Design,www.newschoolarch.edu,1249 F St,San Diego,California,92101,"4-year, Private for-profit",509.0,Private,for profit,0
1573,Niagara University,www.niagara.edu,,Niagara University,York,14109,"4-year, Private not-for-profit",4254.0,Private,not-for-profit,0
1574,Nicholls State University,www.nicholls.edu,University Station  La Hwy 1,Thibodaux,Louisiana,70310,"4-year, Public",6916.0,Public,not-for-profit,0
1575,Nichols College,www.nichols.edu,Center Rd,Dudley,Massachusetts,01571-5000,"4-year, Private not-for-profit",1532.0,Private,not-for-profit,0
1576,Norfolk State University,www.nsu.edu,700 Park Ave,Norfolk,Virginia,23504-8000,"4-year, Public",6325.0,Public,not-for-profit,0
1577,North Carolina A & T State University,www.ncat.edu,1601 E Market  St,Greensboro,Carolina,27411,"4-year, Public",10388.0,Public,not-for-profit,0
1578,North Carolina Central University,www.nccu.edu,1801 Fayetteville Street,Durham,Carolina,27707,"4-year, Public",8035.0,Public,not-for-profit,0
1579,North Carolina State University at Raleigh,www.ncsu.edu,2101 Hillsborough Street,Raleigh,Carolina,27695-7001,"4-year, Public",32872.0,Public,not-for-profit,0
1580,North Carolina Wesleyan College,www.ncwc.edu,3400 N Wesleyan Blvd,Rocky Mount,Carolina,27804,"4-year, Private not-for-profit",1506.0,Private,not-for-profit,0
1581,North Central College,northcentralcollege.edu,30 N Brainard St,Naperville,Illinois,60540,"4-year, Private not-for-profit",2726.0,Private,not-for-profit,0
1582,North Central University,www.northcentral.edu,910 Elliot Ave,Minneapolis,Minnesota,55404-1391,"4-year, Private not-for-profit",1094.0,Private,not-for-profit,0
1583,North Dakota State University-Main Campus,www.ndsu.nodak.edu,1301  12th Avenue North,Fargo,Dakota,58108-6050,"4-year, Public",13230.0,Public,not-for-profit,0
1584,North Georgia College & State University,www.ngcsu.edu,82 College Circle,Dahlonega,Georgia,30597-1001,"4-year, Public",5500.0,Public,not-for-profit,0
1585,North Greenville University,www.ngu.edu,7801 N. Tigerville Road,Tigerville,Carolina,29688-1892,"4-year, Private not-for-profit",2160.0,Private,not-for-profit,0
1586,North Park University,www.northpark.edu,3225 W Foster Ave,Chicago,Illinois,60625-4895,"4-year, Private not-for-profit",3244.0,Private,not-for-profit,0
1587,Northcentral University,www.ncu.edu,10000 E. University Dr,Prescott Valley,Arizona,86314,"4-year, Private for-profit",7468.0,Private,for profit,0
1588,Northeastern Illinois University,www.neiu.edu/,5500 N Saint Louis Ave,Chicago,Illinois,60625-4699,"4-year, Public",12320.0,Public,not-for-profit,0
1589,Northeastern Ohio Universities Colleges of Medicine and Pharmacy,www.neoucom.edu,4209 State Route 44,Rootstown,Ohio,44272-0095,"4-year, Public",602.0,Public,not-for-profit,0
1590,Northeastern Seminary,www.nes.edu/,2265 Westside Dr,Rochester,York,14624,"4-year, Private not-for-profit",112.0,Private,not-for-profit,0
1591,Northeastern State University,www.nsuok.edu,600 N Grand,Tahlequah,Oklahoma,74464-2399,"4-year, Public",8771.0,Public,not-for-profit,0
1592,Northeastern University,www.northeastern.edu,360 Huntington Ave,Boston,Massachusetts,02115-5000,"4-year, Private not-for-profit",25837.0,Private,not-for-profit,0
1593,Northern Arizona University,home.nau.edu/,Babbitt Administrative Center,Flagstaff,Arizona,86011-4132,"4-year, Public",22502.0,Public,not-for-profit,0
1594,Northern Illinois University,www.niu.edu,1425 W. Lincoln Hwy.,Dekalb,Illinois,60115-2825,"4-year, Public",24397.0,Public,not-for-profit,0
1595,Northern Kentucky University,www.nku.edu,Nunn Drive,Highland Heights,Kentucky,41099,"4-year, Public",15082.0,Public,not-for-profit,0
1596,Northern Marianas College,www.nmcnet.edu/,As Terlaje Campus,Saipan,Marianas,96950-1250,"4-year, primarily associate's, Public",791.0,Public,not-for-profit,1
1597,Northern Michigan University,www.nmu.edu,1401 Presque Isle Avenue,Marquette,Michigan,49855,"4-year, Public",9347.0,Public,not-for-profit,0
1598,Northern New Mexico College,nnmc.edu,921 Paseo de Onate,Espanola,Mexico,87532,"4-year, primarily associate's, Public",2139.0,Public,not-for-profit,1
1599,Northern State University,www.northern.edu,1200 S Jay St,Aberdeen,Dakota,57401-7198,"4-year, Public",2927.0,Public,not-for-profit,0
1600,Northland Baptist Bible College,www.nbbc.edu,W10085 Pike Plains Rd,Dunbar,Wisconsin,54119-9285,"4-year, Private not-for-profit",592.0,Private,not-for-profit,0
1601,Northland College,www.northland.edu,1411 Ellis Avenue,Ashland,Wisconsin,54806-3999,"4-year, Private not-for-profit",677.0,Private,not-for-profit,0
1602,NorthShore University HealthSystems School of Nurse Anesthesia,www.northshore.org/academics/anesthesia,Rm G603C,Evanston,Illinois,60201-1718,"4-year, Private not-for-profit",57.0,Private,not-for-profit,0
1603,Northwest Baptist Seminary,www.nbs.edu,4301 N Stevens,Tacoma,Washington,98407-6699,"4-year, Private not-for-profit",78.0,Private,not-for-profit,0
1604,Northwest Christian University,www.northwestchristian.edu/,828 East 11th Avenue,Eugene,Oregon,97401-3745,"4-year, Private not-for-profit",534.0,Private,not-for-profit,0
1605,Northwest College of Art,www.NCA.edu,16301 Creative Dr NE,Poulsbo,Washington,98370,"4-year, Private for-profit",78.0,Private,for profit,0
1606,Northwest Florida State College,www.owc.edu,100 College Blvd,Niceville,Florida,32578-1295,"4-year, primarily associate's, Public",7463.0,Public,not-for-profit,1
1607,Northwest Indian College,www.nwic.edu,2522 Kwina Rd,Bellingham,Washington,98226-9217,"4-year, primarily associate's, Public",554.0,Public,not-for-profit,1
1608,Northwest Missouri State University,www.nwmissouri.edu,800 University Drive,Maryville,Missouri,64468-6001,"4-year, Public",6687.0,Public,not-for-profit,0
1609,Northwest Nazarene University,www.nnu.edu,623 Holly St,Nampa,Idaho,83686-5897,"4-year, Private not-for-profit",1939.0,Private,not-for-profit,0
1610,Northwest University,www.northwestu.edu,5520 108th Ave NE,Kirkland,Washington,98083-0579,"4-year, Private not-for-profit",1246.0,Private,not-for-profit,0
1611,Northwestern College,www.nwciowa.edu/,101 Seventh St SW,Orange City,Iowa,51041,"4-year, Private not-for-profit",1226.0,Private,not-for-profit,0
1612,Northwestern College,www.nwc.edu,3003 Snelling Ave N,Saint Paul,Minnesota,55113-1598,"4-year, Private not-for-profit",3023.0,Private,not-for-profit,0
1613,Northwestern Health Sciences University,www.nwhealth.edu/,2501 W 84th St,Bloomington,Minnesota,55431,"4-year, Private not-for-profit",877.0,Private,not-for-profit,0
1614,Northwestern Oklahoma State University,www.nwosu.edu,709 Oklahoma Blvd,Alva,Oklahoma,73717-2799,"4-year, Public",2074.0,Public,not-for-profit,0
1615,Northwestern Polytechnic University,www.npu.edu,47671 Westinghouse Drive,Fremont,California,94539,"4-year, Private not-for-profit",1107.0,Private,not-for-profit,0
1616,Northwestern State University of Louisiana,www.nsula.edu/,College Ave,Natchitoches,Louisiana,71497-0002,"4-year, Public",9111.0,Public,not-for-profit,0
1617,Northwestern University,www.northwestern.edu,633 Clark St,Evanston,Illinois,60208,"4-year, Private not-for-profit",19291.0,Private,not-for-profit,0
1618,Northwood University,www.northwood.edu,1114 W FM 1382,Cedar Hill,Texas,75104-1204,"4-year, Private not-for-profit",885.0,Private,not-for-profit,0
1619,Northwood University,www.northwood.edu,4000 Whiting Dr,Midland,Michigan,48640-2398,"4-year, Private not-for-profit",3941.0,Private,not-for-profit,0
1620,Northwood University-Florida Education Center,www.northwood.edu,2600 N Military Trail,West Palm Beach,Florida,33409-2911,"4-year, Private not-for-profit",773.0,Private,not-for-profit,0
1621,Norwich University,www.norwich.edu,158 Harmon Drive,Northfield,Vermont,05663-1035,"4-year, Private not-for-profit",3309.0,Private,not-for-profit,0
1622,Nossi College of Art,www.nossi.com,907 Rivergate Pky Bldg E6,Goodlettsville,Tennessee,37072-9928,"4-year, primarily associate's, Private for-profit",381.0,Private,for profit,1
1623,Notre Dame College,www.notredamecollege.edu,4545 College Rd,Cleveland,Ohio,44121-4293,"4-year, Private not-for-profit",1637.0,Private,not-for-profit,0
1624,Notre Dame de Namur University,www.ndnu.edu,1500 Ralston Ave,Belmont,California,94002-1908,"4-year, Private not-for-profit",1478.0,Private,not-for-profit,0
1625,Notre Dame Seminary Graduate School of Theology,www.nds.edu,2901 South Carrollton Ave,New Orleans,Louisiana,70118-4391,"4-year, Private not-for-profit",96.0,Private,not-for-profit,0
1626,Nova Southeastern University,www.nova.edu,3301 College Ave,Fort Lauderdale,Florida,33314-7796,"4-year, Private not-for-profit",28378.0,Private,not-for-profit,0
1627,Nyack College,www.nyack.edu,1 South Blvd,Nyack,York,10960-3698,"4-year, Private not-for-profit",3041.0,Private,not-for-profit,0
